invoiceID,prodID,amt,qty
2588,33,299,16
2588,45,103,4
2589,9,232,8
2589,33,95,9
2589,38,92,13
2590,4,134,5
2590,13,153,18
2590,27,276,8
2590,46,188,12
2590,47,94,9
2591,2,159,17
2591,24,61,9
2591,34,269,20
2591,37,114,18
2591,39,144,3
2591,41,326,12
2592,1,325,19
2592,9,115,8
2592,11,215,17
2592,15,368,5
2592,29,149,16
2592,31,182,10
2592,45,295,3
2593,5,344,5
2593,6,252,8
2593,7,176,12
2593,10,258,3
2593,11,147,18
2593,13,256,6
2593,19,130,20
2593,36,266,9
2593,37,347,5
2593,38,66,16
2593,47,38,10
2594,3,304,13
2594,4,252,13
2594,5,213,3
2594,19,393,5
2594,24,94,5
2594,26,227,8
2594,45,85,14
2595,10,310,5
2595,38,271,15
2595,43,211,12
2595,45,197,16
2596,6,89,5
2596,8,71,4
2596,12,190,19
2596,17,51,12
2597,13,225,18
2597,19,137,11
2597,36,291,11
2597,46,284,20
2598,2,304,5
2598,3,35,14
2599,2,237,7
2599,4,95,12
2599,6,372,18
2599,11,347,10
2599,19,43,10
2599,24,88,17
2599,36,204,3
2600,3,92,19
2600,5,260,7
2600,9,134,4
2600,15,125,5
2600,19,331,13
2600,22,228,14
2601,4,52,19
2601,11,220,15
2601,26,76,16
2602,12,81,19
2602,34,380,16
2602,37,26,18
2603,4,346,2
2603,16,342,12
2603,39,111,12
2604,9,304,7
2604,18,158,15
2604,23,340,17
2604,30,73,20
2604,39,145,12
2605,2,118,20
2605,11,170,10
2605,32,329,18
2605,35,378,9
2605,41,222,20
2606,12,375,14
2606,15,184,17
2607,11,392,5
2607,18,131,14
2607,22,62,4
2607,27,155,4
2607,37,163,8
2607,41,22,9
2608,1,135,15
2608,8,59,10
2608,12,274,16
2608,17,148,2
2608,31,222,11
2609,1,21,4
2609,27,133,19
2609,28,106,2
2609,30,235,10
2609,38,239,15
2609,44,330,10
2610,3,311,3
2610,6,247,2
2610,18,296,20
2610,29,185,15
2611,4,60,3
2611,19,380,10
2611,20,28,5
2611,41,22,8
2611,42,365,4
2612,9,158,3
2612,23,344,6
2612,34,154,3
2612,38,159,14
2612,44,386,8
2612,47,77,5
2613,5,71,12
2613,9,375,8
2613,32,152,20
2613,33,197,18
2613,44,180,17
2614,13,238,6
2614,18,357,4
2614,32,27,7
2614,37,356,16
2615,5,374,9
2615,23,52,15
2615,24,157,6
2616,7,148,3
2616,15,89,15
2616,18,133,15
2616,29,158,2
2616,30,60,20
2616,32,209,10
2616,35,320,2
2616,40,74,18
2617,31,202,10
2617,35,265,10
2617,36,42,17
2618,4,339,12
2618,18,24,17
2618,19,128,9
2618,22,120,7
2618,25,317,20
2618,26,175,12
2618,48,255,5
2619,8,300,10
2619,23,128,11
2619,26,68,9
2619,27,54,13
2619,32,181,5
2619,36,199,6
2619,42,243,6
2620,3,167,8
2620,19,321,7
2620,21,302,14
2620,34,34,11
2620,43,299,10
2621,1,45,12
2621,36,187,12
2621,39,346,7
2622,10,283,17
2622,17,47,17
2622,21,341,12
2622,44,266,9
2622,47,78,8
2623,4,177,17
2623,6,35,7
2623,15,230,6
2623,46,71,3
2624,24,238,4
2624,30,251,13
2624,33,154,15
2624,35,234,7
2624,37,392,11
2624,41,387,13
2625,10,87,8
2625,29,182,3
2625,31,361,13
2625,45,64,13
2626,2,205,7
2626,10,280,8
2626,19,263,4
2626,23,150,17
2626,36,145,2
2626,43,83,17
2626,48,303,2
2627,15,349,8
2627,28,150,9
2627,38,377,20
2627,39,308,5
2628,4,95,16
2629,9,107,8
2629,15,37,11
2629,17,140,7
2629,33,267,3
2629,34,200,12
2629,41,334,11
2629,43,41,9
2629,44,368,3
2630,5,140,17
2630,8,190,19
2630,34,292,20
2631,8,188,14
2631,23,272,17
2631,39,184,9
2632,8,369,8
2632,18,116,10
2632,20,88,11
2632,21,27,13
2632,33,44,12
2632,35,298,14
2632,40,169,15
2632,48,302,7
2633,1,120,16
2633,20,161,11
2633,23,22,11
2633,48,226,5
2634,17,104,18
2634,18,201,11
2634,26,287,10
2634,29,202,12
2634,41,280,11
2635,17,218,10
2635,23,302,13
2635,26,25,17
2635,29,308,11
2635,42,374,9
2635,48,249,2
2636,17,234,10
2636,27,191,14
2636,28,259,5
2637,16,349,5
2637,17,398,7
2637,22,45,12
2637,29,21,7
2637,32,209,10
2637,44,357,15
2638,11,318,17
2638,13,261,10
2638,15,143,14
2638,24,188,19
2638,34,228,2
2639,21,307,7
2639,37,96,6
2639,43,43,9
2639,47,152,12
2640,11,134,10
2640,15,66,5
2640,29,201,3
2640,31,337,12
2640,34,175,2
2640,36,67,19
2640,43,61,6
2640,47,220,20
2641,1,109,8
2641,36,133,8
2642,3,311,12
2642,14,269,5
2642,15,222,18
2642,21,171,13
2642,42,50,17
2642,48,122,8
2643,29,248,5
2643,33,204,16
2643,43,214,18
2644,1,311,19
2644,4,375,9
2644,7,124,2
2644,30,247,12
2645,6,79,16
2645,17,205,15
2645,18,302,3
2645,20,297,6
2645,42,292,11
2645,44,278,14
2645,45,342,16
2646,20,217,13
2646,22,151,12
2646,27,321,18
2646,36,220,10
2647,4,43,14
2647,37,113,3
2648,7,109,17
2648,20,24,2
2648,28,310,7
2648,31,146,20
2648,40,128,11
2649,3,281,10
2649,7,195,12
2649,35,326,7
2649,40,203,16
2649,48,138,15
2650,1,316,2
2650,8,67,11
2650,20,198,20
2650,25,329,8
2650,42,326,2
2651,3,96,16
2651,10,214,20
2651,23,329,5
2651,24,296,10
2651,32,204,18
2651,41,35,20
2651,43,345,3
2651,48,36,7
2652,4,165,16
2652,22,342,17
2653,6,261,20
2653,9,77,10
2653,13,23,8
2653,20,226,19
2653,29,120,15
2653,30,109,4
2653,35,350,3
2653,38,278,8
2653,46,126,11
2654,7,362,17
2654,17,68,8
2655,7,266,15
2655,16,339,5
2655,20,363,2
2655,22,309,13
2655,36,82,2
2655,46,191,8
2656,18,154,12
2656,26,282,18
2656,42,160,18
2656,45,186,11
2657,6,88,7
2657,15,214,15
2657,18,25,20
2657,29,38,11
2657,37,52,10
2658,9,48,9
2658,36,332,17
2658,46,331,9
2658,47,363,9
2659,4,243,9
2659,15,106,14
2659,27,192,12
2659,36,392,9
2659,46,194,16
2660,22,58,19
2660,38,143,7
2660,39,146,14
2660,42,23,5
2660,45,397,13
2660,48,363,3
2661,44,205,18
2662,1,199,3
2662,4,293,12
2662,10,74,11
2662,17,88,6
2662,26,325,20
2662,35,220,3
2662,48,230,15
2663,34,264,3
2663,45,23,5
2664,11,315,9
2664,15,89,14
2664,16,381,6
2664,22,300,5
2664,30,241,5
2664,32,28,9
2664,40,396,8
2664,41,365,2
2664,42,245,9
2665,1,122,19
2665,9,104,8
2665,11,302,9
2665,27,311,13
2665,29,193,20
2665,32,28,16
2665,38,329,3
2666,16,282,8
2666,17,384,17
2666,23,66,14
2666,28,73,9
2667,3,236,8
2667,27,340,18
2667,29,56,20
2667,39,328,6
2667,40,186,3
2668,1,90,5
2668,5,56,13
2668,9,211,13
2668,23,33,17
2668,37,101,17
2668,42,353,9
2668,45,218,19
2669,17,307,15
2669,22,165,14
2669,48,280,12
2670,2,234,5
2670,6,207,20
2670,19,118,2
2670,26,136,2
2670,42,239,16
2670,44,314,4
2671,25,202,6
2671,27,362,12
2671,38,173,10
2672,5,193,5
2672,7,312,12
2672,16,184,15
2672,23,270,4
2672,28,104,3
2673,3,314,10
2673,9,157,8
2673,16,300,16
2673,42,239,19
2674,1,359,12
2674,7,325,8
2674,21,166,8
2674,35,79,3
2674,41,242,4
2675,15,272,3
2675,16,70,8
2675,17,194,2
2675,29,281,15
2675,30,28,11
2675,46,62,19
2676,7,172,8
2676,11,246,15
2676,19,46,8
2676,39,226,16
2676,41,285,2
2677,10,70,14
2677,12,228,3
2677,30,204,5
2677,35,119,4
2678,6,82,4
2678,8,298,13
2678,11,251,3
2678,26,378,14
2678,44,266,14
2678,46,239,4
2679,6,115,10
2679,7,328,17
2679,28,349,8
2679,32,23,7
2679,33,166,20
2680,5,244,9
2680,7,130,6
2680,8,119,5
2680,9,308,20
2680,11,400,11
2680,23,147,9
2680,24,123,14
2680,29,44,8
2680,44,264,10
2681,1,188,12
2681,5,132,5
2681,7,331,13
2681,10,51,9
2681,28,248,10
2681,39,277,20
2681,44,378,9
2682,26,130,3
2682,37,366,13
2682,45,113,2
2683,8,94,18
2683,21,197,12
2683,23,120,3
2683,34,399,7
2684,5,85,20
2684,13,41,4
2684,14,304,17
2684,17,368,4
2684,24,54,10
2684,30,97,16
2684,45,334,2
2685,3,109,20
2685,17,129,6
2685,27,299,14
2685,39,24,12
2685,42,78,14
2685,43,32,2
2685,46,365,6
2686,9,197,6
2686,12,29,8
2686,24,21,13
2686,27,218,13
2686,31,114,4
2686,35,293,14
2686,45,70,13
2687,39,104,16
2688,9,145,7
2688,22,396,16
2689,1,228,11
2689,28,261,12
2689,39,306,5
2689,47,310,2
2689,48,334,15
2690,5,54,2
2690,9,157,14
2690,14,223,6
2690,17,271,15
2690,29,247,14
2690,34,343,19
2690,48,214,3
2691,6,227,7
2691,10,314,9
2691,16,65,18
2691,22,315,17
2691,27,139,13
2691,39,45,9
2691,47,287,16
2692,6,314,4
2692,16,215,19
2692,19,240,14
2692,21,370,16
2692,25,234,5
2692,34,257,11
2693,8,29,2
2693,10,23,4
2693,12,129,5
2693,21,219,11
2694,2,101,13
2694,14,30,3
2694,16,46,10
2694,29,154,15
2694,32,129,19
2694,40,316,4
2694,41,81,14
2694,42,392,15
2695,7,37,10
2695,9,292,9
2695,19,331,18
2695,30,291,14
2695,34,162,18
2695,39,229,6
2695,40,20,7
2695,44,215,6
2696,6,119,9
2696,18,91,16
2696,28,79,7
2696,32,104,17
2696,33,79,7
2696,37,340,11
2696,41,253,2
2696,47,306,13
2697,7,306,16
2697,13,102,16
2697,30,180,4
2697,40,254,15
2697,48,288,19
2698,15,345,19
2698,19,48,7
2698,30,205,19
2698,35,301,2
2698,38,319,3
2698,40,23,19
2698,42,211,19
2698,43,178,20
2698,44,279,12
2699,1,113,14
2699,2,55,6
2699,17,272,17
2699,19,394,20
2699,24,94,17
2699,44,246,7
2700,10,82,8
2700,19,95,13
2700,22,66,17
2700,28,230,2
2700,42,377,13
2701,6,329,8
2701,13,177,18
2701,46,398,11
2702,14,109,18
2702,27,32,9
2702,41,143,7
2703,3,180,2
2703,9,197,2
2703,28,235,5
2703,30,85,17
2703,36,298,15
2703,42,42,8
2703,43,290,15
2703,47,263,9
2704,7,141,16
2704,25,396,10
2704,43,176,3
2705,20,387,11
2705,22,315,15
2705,25,58,18
2705,28,135,8
2705,34,225,10
2705,43,219,9
2705,45,373,16
2705,46,53,20
2706,4,118,2
2706,13,219,10
2706,24,139,18
2706,40,323,14
2706,42,319,19
2707,9,377,14
2707,14,122,6
2707,24,282,4
2707,40,260,17
2708,3,220,3
2708,19,400,11
2708,27,79,9
2708,29,366,6
2709,1,156,15
2709,14,391,18
2709,23,145,3
2709,44,144,14
2710,8,179,17
2710,9,154,18
2710,18,107,12
2710,22,139,9
2710,24,343,12
2710,27,400,13
2710,44,40,9
2711,7,317,17
2711,24,286,8
2711,26,271,12
2711,32,99,17
2712,4,109,7
2712,13,51,14
2712,16,314,17
2712,40,48,5
2712,48,122,15
2713,2,57,16
2713,3,142,10
2713,4,253,13
2713,12,90,13
2713,17,365,3
2713,37,177,6
2713,48,332,4
2714,5,358,13
2714,29,314,18
2714,35,230,16
2714,43,278,8
2715,10,112,17
2715,11,32,10
2715,36,172,19
2715,44,235,6
2715,46,251,7
2716,7,212,19
2716,10,140,12
2716,30,186,2
2716,36,357,5
2716,47,349,15
2717,4,346,10
2717,13,92,19
2717,24,332,7
2717,27,208,10
2717,29,70,17
2717,31,389,13
2717,34,181,11
2717,39,144,6
2717,41,254,20
2717,47,360,4
2717,48,204,12
2718,1,290,8
2718,21,208,14
2718,27,24,14
2718,48,139,4
2719,3,45,14
2719,6,391,20
2719,18,311,4
2719,44,118,19
2720,6,43,11
2720,30,296,13
2721,28,104,3
2721,37,312,19
2722,5,240,2
2722,20,68,15
2722,21,262,11
2722,32,172,20
2722,37,366,5
2723,7,242,15
2723,25,166,19
2723,28,90,6
2723,37,34,15
2723,38,97,9
2724,5,268,11
2724,13,321,19
2724,29,281,18
2724,34,108,17
2724,44,378,6
2725,4,305,12
2725,14,379,15
2725,46,107,16
2726,21,237,4
2726,26,170,14
2726,28,100,16
2726,41,350,16
2727,10,88,11
2727,19,88,15
2728,5,206,7
2728,12,305,14
2728,16,293,2
2728,18,355,5
2728,27,58,16
2728,34,64,10
2728,39,184,7
2730,16,47,18
2730,22,334,13
2730,42,28,7
2730,43,255,20
2731,16,329,11
2731,37,57,8
2732,3,105,3
2732,9,254,9
2732,38,24,9
2732,40,318,15
2732,43,94,2
2733,6,95,6
2733,20,392,11
2733,24,86,16
2734,36,45,10
2734,44,257,4
2734,45,41,2
2735,4,211,7
2735,29,344,16
2735,38,96,19
2735,39,262,2
2736,3,21,19
2736,7,362,11
2736,13,342,4
2736,19,364,4
2737,5,323,3
2737,7,96,5
2737,8,283,17
2737,15,333,7
2737,17,200,13
2737,22,305,16
2737,40,142,19
2738,5,31,9
2738,19,290,8
2739,5,260,4
2739,12,61,12
2739,17,78,13
2739,19,118,11
2739,20,393,4
2739,38,372,3
2739,48,288,3
2740,1,70,10
2740,17,170,9
2740,23,388,10
2740,36,23,6
2740,46,320,11
2741,2,231,8
2741,4,270,7
2741,14,391,6
2741,26,280,9
2741,30,114,7
2742,13,239,19
2742,23,202,9
2742,26,248,17
2742,31,387,18
2742,34,117,10
2742,37,330,9
2742,42,299,19
2742,43,182,2
2742,47,31,5
2743,1,360,14
2743,2,58,9
2743,16,318,11
2743,17,376,6
2743,19,348,19
2743,23,220,20
2743,27,22,4
2743,32,355,7
2743,39,103,5
2743,41,159,18
2743,46,107,11
2744,7,229,5
2744,8,155,11
2744,13,255,7
2744,29,235,9
2744,36,394,3
2744,38,82,4
2744,39,382,11
2745,12,393,13
2745,18,316,19
2745,35,95,10
2745,42,130,18
2745,46,58,12
2746,3,37,14
2746,15,174,19
2746,29,265,12
2746,45,78,5
2747,1,324,12
2747,9,348,19
2747,47,89,16
2748,42,244,20
2749,6,168,18
2749,10,376,9
2749,15,207,20
2749,31,305,10
2749,32,106,15
2749,33,222,7
2749,47,263,15
2750,1,229,11
2750,22,99,14
2750,27,292,14
2750,43,59,17
2751,5,174,6
2751,26,27,15
2751,30,374,12
2751,31,167,3
2751,36,271,16
2752,22,281,3
2752,35,32,8
2752,37,266,6
2752,43,249,12
2752,46,134,15
2752,47,359,3
2753,14,83,7
2753,18,340,12
2753,45,395,4
2754,17,289,5
2754,26,139,15
2754,29,392,8
2754,33,282,6
2754,34,220,16
2754,35,24,12
2755,3,35,20
2755,21,200,18
2755,27,58,13
2755,41,128,9
2756,22,374,10
2756,37,66,8
2757,3,32,5
2757,4,159,15
2757,7,89,8
2757,13,108,6
2757,18,216,6
2757,20,362,13
2757,21,348,11
2757,29,162,20
2757,47,218,16
2758,5,363,16
2758,12,70,14
2758,22,106,20
2758,27,198,13
2758,33,366,15
2758,35,304,11
2759,4,291,8
2759,8,239,9
2759,24,305,5
2759,36,22,3
2759,39,138,18
2759,41,389,18
2759,42,340,20
2759,48,255,7
2760,12,208,15
2760,16,105,15
2760,25,362,7
2760,40,114,7
2761,31,30,5
2762,3,238,4
2762,4,158,19
2762,6,232,7
2762,9,360,7
2762,26,175,17
2763,3,127,3
2763,8,209,9
2763,12,390,9
2763,25,359,2
2763,28,340,10
2763,29,307,12
2763,33,280,2
2763,35,304,2
2764,4,206,18
2764,5,54,14
2764,21,122,13
2764,25,102,11
2764,28,255,19
2764,30,41,13
2764,42,275,4
2764,47,137,18
2765,13,48,5
2765,35,354,4
2765,42,204,16
2765,45,326,4
2766,21,150,2
2766,44,248,13
2767,1,39,5
2767,9,325,13
2767,16,146,13
2767,40,374,19
2767,42,291,15
2768,6,368,20
2768,31,262,20
2769,13,319,16
2769,14,140,9
2769,31,351,20
2769,37,337,14
2770,8,276,20
2770,14,261,3
2770,26,208,8
2770,44,175,13
2771,5,350,15
2771,8,362,18
2771,9,375,12
2771,19,314,17
2771,24,359,11
2771,31,303,19
2772,1,208,3
2772,10,397,20
2772,12,283,13
2772,16,186,3
2772,22,95,10
2772,27,241,8
2772,32,372,12
2772,36,63,15
2773,1,359,20
2773,5,327,18
2773,9,172,11
2773,33,112,4
2773,41,351,18
2774,6,148,17
2774,10,295,6
2774,13,74,20
2774,43,247,7
2775,16,123,13
2775,25,320,2
2775,39,92,6
2776,5,371,19
2776,10,56,17
2776,12,389,20
2776,21,226,10
2776,31,100,15
2776,36,82,12
2776,37,41,17
2776,45,243,9
2777,14,154,13
2777,15,351,11
2777,48,383,19
2778,1,212,20
2778,2,54,14
2778,13,372,10
2778,28,318,9
2778,38,137,13
2779,7,353,14
2779,11,143,14
2779,20,117,10
2779,28,20,19
2779,33,355,10
2779,37,152,18
2780,15,284,12
2780,16,92,10
2780,23,31,15
2780,24,394,7
2780,27,388,16
2780,34,182,14
2780,45,163,16
2781,3,341,5
2781,10,195,19
2781,21,387,3
2781,32,265,4
2781,34,61,16
2781,37,87,20
2782,26,136,17
2782,36,242,20
2782,46,333,13
2783,4,311,13
2783,10,157,10
2783,28,126,9
2783,34,133,19
2784,10,237,16
2784,15,240,17
2784,18,168,12
2784,21,236,12
2784,27,90,14
2784,41,91,13
2785,6,380,18
2785,16,356,3
2785,41,393,11
2786,5,54,4
2786,10,251,14
2786,34,163,14
2786,36,33,9
2786,40,75,11
2787,24,378,14
2787,29,120,18
2787,37,50,2
2787,47,242,18
2788,6,369,9
2788,7,385,16
2788,27,318,8
2788,29,239,18
2788,32,106,3
2788,47,60,19
2788,48,303,17
2789,1,68,10
2789,8,319,4
2789,9,225,7
2789,14,327,17
2789,18,333,16
2789,34,267,14
2790,3,172,4
2790,10,322,10
2790,17,196,18
2790,19,175,3
2790,43,189,13
2790,44,158,3
2791,12,67,16
2791,22,382,19
2791,23,71,12
2791,39,176,5
2791,43,137,17
2791,46,57,10
2791,47,295,18
2792,9,24,12
2792,13,181,14
2792,35,117,6
2792,42,70,5
2792,48,379,19
2793,11,357,6
2794,3,363,19
2794,24,154,16
2794,31,306,4
2794,33,272,10
2794,42,50,17
2795,2,200,18
2795,4,150,7
2795,13,321,16
2795,22,261,13
2795,31,51,20
2795,35,80,14
2795,37,20,7
2795,42,235,10
2796,3,169,10
2796,6,69,16
2796,14,384,3
2796,17,269,11
2796,33,174,6
2797,20,75,6
2797,25,209,12
2797,27,364,7
2797,33,145,2
2797,35,323,20
2797,38,89,11
2798,29,151,11
2799,26,120,5
2799,34,348,16
2799,37,272,15
2800,8,160,2
2800,12,357,9
2800,19,360,17
2800,26,242,15
2800,37,385,17
2800,42,169,19
2800,47,256,5
2801,2,304,19
2801,7,347,14
2801,10,344,14
2801,16,285,5
2801,38,180,8
2801,42,274,4
2801,46,89,20
2802,6,307,20
2802,12,396,18
2802,13,251,6
2802,19,143,13
2802,31,133,17
2802,37,326,6
2803,10,36,10
2803,16,166,2
2803,25,109,20
2803,30,399,10
2803,37,80,17
2803,47,267,20
2804,13,129,8
2804,21,151,8
2804,34,57,6
2804,46,312,7
2805,34,362,6
2805,35,328,11
2806,3,181,19
2806,19,101,16
2806,40,233,16
2807,25,309,20
2807,30,185,15
2807,34,388,8
2808,4,51,14
2808,17,375,15
2808,21,62,15
2808,23,205,9
2808,24,245,6
2808,44,91,13
2808,47,229,10
2809,1,83,17
2809,2,223,18
2809,7,72,7
2809,9,290,5
2809,13,202,5
2809,19,31,12
2809,28,108,3
2809,30,316,7
2810,1,71,6
2810,10,285,3
2810,13,386,5
2810,16,67,7
2810,25,154,7
2810,44,373,15
2810,45,316,7
2811,1,86,7
2811,10,213,2
2811,22,247,20
2811,30,25,4
2811,32,395,19
2811,44,250,16
2812,9,25,17
2812,13,306,13
2812,15,333,13
2812,23,32,7
2812,25,34,8
2812,37,67,8
2812,43,319,10
2813,5,153,11
2813,7,84,10
2814,18,221,16
2814,25,273,20
2814,26,39,5
2814,34,38,8
2814,40,361,14
2814,42,239,5
2814,46,97,14
2815,1,329,2
2815,6,93,13
2815,8,125,4
2815,21,133,16
2815,39,211,2
2815,41,251,7
2815,43,284,16
2815,44,131,18
2815,48,62,13
2817,3,272,12
2817,11,65,20
2817,18,264,5
2817,32,297,15
2817,33,242,4
2817,36,225,15
2817,38,58,19
2817,42,199,17
2818,5,150,3
2818,14,132,8
2818,19,143,17
2818,47,27,8
2819,6,157,2
2819,20,178,13
2819,36,313,10
2819,39,373,7
2820,2,267,12
2820,31,277,6
2820,45,311,14
2821,1,342,14
2821,27,62,7
2821,48,179,9
2822,8,208,19
2822,9,57,13
2822,11,327,11
2822,14,94,11
2822,15,67,6
2822,19,80,15
2822,22,335,14
2822,27,85,18
2822,31,30,12
2822,32,28,15
2822,43,221,8
2823,19,122,6
2823,46,218,19
2824,23,99,7
2824,25,244,20
2824,30,400,11
2825,7,384,2
2825,29,388,11
2825,30,143,15
2826,5,169,18
2826,6,134,11
2826,20,195,2
2826,23,220,11
2826,27,122,14
2826,31,188,16
2826,41,35,10
2827,2,110,3
2827,7,87,11
2827,15,171,16
2827,17,313,11
2827,44,338,16
2827,46,376,9
2828,3,294,18
2828,11,361,5
2828,16,223,6
2828,21,87,20
2828,38,101,13
2829,21,89,17
2829,42,362,20
2830,8,176,8
2830,21,274,19
2830,25,154,9
2830,39,308,10
2830,47,214,11
2831,11,147,2
2831,28,53,9
2831,30,192,9
2831,40,48,13
2831,45,268,12
2832,13,135,4
2832,22,210,5
2832,25,222,6
2832,32,170,17
2832,36,213,11
2832,44,165,2
2833,6,148,17
2833,12,76,2
2833,14,140,19
2833,17,238,5
2833,20,197,18
2833,29,154,16
2833,33,170,4
2833,36,339,4
2833,38,99,14
2834,1,262,5
2834,10,80,5
2834,17,146,4
2834,37,194,7
2834,39,97,17
2834,41,169,12
2834,43,125,19
2834,47,146,2
2835,8,241,16
2835,16,106,9
2835,26,151,7
2835,29,152,18
2836,3,371,16
2836,6,342,3
2836,7,225,10
2836,21,61,11
2836,23,172,16
2836,44,262,8
2836,47,173,14
2837,36,353,6
2838,20,306,19
2838,21,110,11
2838,30,154,18
2838,33,199,7
2839,6,319,13
2839,13,315,4
2839,14,41,17
2839,20,188,7
2839,27,153,3
2839,35,299,19
2839,37,253,12
2840,13,262,12
2840,16,293,8
2840,29,202,9
2840,31,370,18
2840,33,301,5
2841,14,170,8
2841,21,380,11
2841,31,112,17
2841,33,217,14
2841,48,297,9
2842,5,244,3
2842,11,352,6
2842,16,272,19
2842,29,231,5
2842,31,57,6
2842,39,358,15
2843,1,297,17
2843,6,195,17
2843,12,388,7
2843,16,96,12
2843,21,319,14
2843,36,197,14
2844,6,52,18
2844,32,232,13
2844,33,286,4
2844,37,221,8
2844,39,213,18
2845,8,239,20
2845,10,318,19
2845,19,332,19
2845,21,91,16
2845,26,186,9
2846,2,82,5
2846,3,350,13
2846,16,368,2
2846,19,36,9
2847,5,394,4
2847,20,96,14
2847,24,100,11
2847,37,381,18
2848,3,161,7
2848,6,221,8
2848,11,59,13
2848,29,74,18
2848,30,294,13
2848,36,400,19
2848,40,369,14
2849,12,305,4
2849,23,36,7
2849,35,235,14
2849,40,87,17
2849,46,194,8
2850,23,378,18
2851,4,208,7
2851,39,233,3
2851,41,343,20
2851,47,111,19
2852,2,194,14
2852,4,48,5
2852,16,50,19
2852,19,142,6
2852,35,62,17
2852,42,376,18
2853,7,142,19
2853,9,318,7
2853,16,69,16
2853,27,147,6
2853,37,355,6
2853,44,211,14
2854,9,253,11
2854,36,193,19
2854,39,240,20
2854,40,114,7
2854,41,310,17
2855,2,173,7
2855,14,297,5
2855,24,397,6
2855,28,133,15
2855,34,217,4
2855,44,164,6
2855,45,227,8
2855,46,65,16
2856,9,43,12
2856,11,258,15
2856,14,283,12
2856,19,200,17
2856,48,32,8
2857,28,44,20
2858,6,284,2
2858,37,275,18
2859,6,256,11
2859,11,304,10
2859,32,50,17
2859,33,364,4
2859,44,216,20
2859,47,375,4
2860,3,246,14
2860,14,25,11
2860,15,178,17
2860,24,358,17
2861,12,305,12
2861,16,168,14
2861,18,95,14
2861,21,256,14
2861,24,110,7
2861,26,245,16
2861,29,44,2
2861,30,282,17
2861,40,184,8
2861,43,210,8
2861,45,163,2
2861,47,37,3
2862,2,316,19
2862,9,284,16
2862,24,294,4
2862,41,300,18
2863,3,270,9
2863,5,49,18
2863,6,112,10
2863,25,252,15
2864,6,297,4
2864,44,20,2
2864,47,257,14
2865,9,339,11
2865,16,48,2
2865,39,359,16
2865,44,127,3
2866,6,58,19
2866,8,398,5
2866,10,345,17
2866,20,183,17
2866,24,344,5
2866,29,207,7
2866,34,281,6
2866,39,43,7
2867,14,227,15
2867,17,220,19
2867,27,108,17
2867,29,259,6
2867,30,38,13
2868,10,376,5
2868,16,154,9
2868,18,391,12
2868,21,53,4
2868,31,166,20
2868,34,112,16
2868,40,50,15
2868,47,280,4
2868,48,92,3
2869,3,154,12
2869,18,202,9
2869,26,216,3
2869,37,186,13
2869,43,251,5
2869,48,47,8
2870,4,186,2
2870,7,106,3
2870,15,77,3
2870,26,61,10
2870,31,275,11
2870,36,360,14
2871,2,131,2
2871,12,391,4
2871,24,233,2
2871,32,386,16
2871,39,173,17
2871,41,157,8
2871,42,324,11
2871,46,72,18
2872,5,134,18
2872,11,117,15
2872,22,25,8
2872,25,354,6
2872,28,155,19
2872,29,204,8
2872,42,366,16
2872,43,118,20
2873,6,30,6
2873,11,102,4
2873,13,351,2
2873,29,215,4
2873,37,34,7
2873,40,313,17
2873,46,350,16
2873,47,352,2
2874,14,399,17
2874,31,88,19
2874,36,72,3
2874,39,198,18
2874,44,71,10
2875,18,341,8
2876,2,217,2
2876,19,373,9
2876,21,248,14
2876,23,45,15
2876,29,176,14
2877,15,34,15
2877,17,328,3
2877,34,261,18
2878,7,310,8
2878,18,316,14
2878,33,124,8
2878,41,131,16
2878,45,364,18
2878,46,185,13
2879,7,213,7
2879,14,136,3
2879,15,363,17
2879,18,297,5
2879,37,245,9
2879,43,266,8
2879,45,386,15
2879,47,159,15
2880,12,231,16
2880,30,31,3
2880,38,222,8
2880,45,32,15
2881,1,309,8
2881,35,68,17
2881,41,38,3
2881,43,282,9
2882,5,193,3
2883,8,84,4
2883,15,360,8
2883,19,188,19
2884,15,199,2
2884,17,306,14
2884,36,367,3
2884,38,245,17
2884,41,266,20
2885,8,195,20
2885,17,267,6
2885,24,74,9
2885,26,61,6
2885,33,104,3
2885,37,371,7
2885,41,48,18
2886,14,379,3
2886,18,226,20
2886,21,217,3
2886,25,103,6
2887,1,282,5
2887,5,218,16
2887,9,228,9
2887,11,179,12
2887,14,303,17
2887,45,235,2
2888,6,390,14
2888,9,99,19
2888,16,280,8
2888,36,202,14
2888,37,83,6
2888,39,120,14
2888,40,97,17
2889,25,271,13
2889,37,285,5
2890,8,194,18
2890,15,365,20
2890,23,64,14
2890,33,235,4
2890,34,22,9
2890,39,260,3
2890,45,340,20
2890,47,106,2
2891,6,323,17
2891,13,349,14
2892,20,271,20
2892,22,97,9
2892,25,143,13
2893,17,51,3
2893,21,152,4
2893,46,29,6
2894,3,211,3
2894,4,241,20
2894,5,371,6
2894,19,319,18
2894,23,208,6
2894,33,247,11
2894,34,124,12
2894,39,340,13
2894,41,64,7
2895,7,132,13
2895,10,243,11
2896,4,251,12
2896,12,252,7
2896,28,212,11
2896,35,166,19
2896,36,384,19
2897,17,396,12
2897,19,330,7
2897,41,29,2
2897,44,193,9
2898,20,56,10
2898,24,220,18
2899,19,177,13
