Year,Month,ProductID,ManufacturingCost
2006           ,12             ,36             ,4152577        
2006           ,12             ,37             ,3313228        
2006           ,12             ,39             ,600236         
2006           ,12             ,40             ,1493730        
2006           ,12             ,42             ,4452848        
2006           ,12             ,43             ,2603328        
2007           ,1              ,1              ,855840         
2007           ,1              ,2              ,2118500        
2007           ,1              ,4              ,2628275        
2007           ,1              ,5              ,1253410        
2007           ,1              ,6              ,3998694        
2007           ,1              ,7              ,1953666        
2007           ,1              ,8              ,1600030        
2007           ,1              ,10             ,2473870        
2007           ,1              ,11             ,1413995        
2007           ,1              ,12             ,2299930        
2007           ,1              ,15             ,1158291        
2007           ,1              ,16             ,1067742        
2007           ,1              ,18             ,766528         
2007           ,1              ,19             ,2543490        
2007           ,1              ,20             ,1199562        
2007           ,1              ,21             ,1133104        
2007           ,1              ,22             ,376870         
2007           ,1              ,23             ,591192         
2007           ,1              ,24             ,1687000        
2007           ,1              ,26             ,1674661        
2007           ,1              ,27             ,1924818        
2007           ,1              ,28             ,646410         
2007           ,1              ,30             ,2604693        
2007           ,1              ,31             ,2684400        
2007           ,1              ,33             ,2200386        
2007           ,1              ,34             ,1588006        
2007           ,1              ,35             ,829725         
2007           ,1              ,36             ,3920674        
2007           ,1              ,37             ,2690030        
2007           ,1              ,39             ,839632         
2007           ,1              ,40             ,2047290        
2007           ,1              ,42             ,4035600        
2007           ,1              ,43             ,3318000        
2007           ,2              ,1              ,903720         
2007           ,2              ,2              ,1550250        
2007           ,2              ,4              ,3069625        
2007           ,2              ,5              ,917830         
2007           ,2              ,6              ,2465868        
2007           ,2              ,7              ,1676610        
2007           ,2              ,8              ,1605190        
2007           ,2              ,10             ,1338415        
2007           ,2              ,11             ,1759915        
2007           ,2              ,12             ,1781916        
2007           ,2              ,15             ,797532         
2007           ,2              ,16             ,924300         
2007           ,2              ,18             ,832944         
2007           ,2              ,19             ,2078688        
2007           ,2              ,20             ,1274000        
2007           ,2              ,21             ,757567         
2007           ,2              ,22             ,318955         
2007           ,2              ,23             ,384408         
2007           ,2              ,24             ,2058140        
2007           ,2              ,26             ,1740088        
2007           ,2              ,27             ,1910412        
2007           ,2              ,28             ,650847         
2007           ,2              ,30             ,2769193        
2007           ,2              ,31             ,2768800        
2007           ,2              ,33             ,2372490        
2007           ,2              ,34             ,1663956        
2007           ,2              ,35             ,468050         
2007           ,2              ,36             ,2414736        
2007           ,2              ,37             ,3726224        
2007           ,2              ,39             ,451826         
2007           ,2              ,40             ,2149350        
2007           ,2              ,42             ,4065336        
2007           ,2              ,43             ,1865472        
2007           ,3              ,1              ,797520         
2007           ,3              ,2              ,2092000        
2007           ,3              ,4              ,2689050        
2007           ,3              ,5              ,1496510        
2007           ,3              ,6              ,2803548        
2007           ,3              ,7              ,2500992        
2007           ,3              ,8              ,2020140        
2007           ,3              ,10             ,1423375        
2007           ,3              ,11             ,2327205        
2007           ,3              ,12             ,2543778        
2007           ,3              ,15             ,968379         
2007           ,3              ,16             ,987012         
2007           ,3              ,18             ,1075088        
2007           ,3              ,19             ,3138564        
2007           ,3              ,20             ,1193556        
2007           ,3              ,21             ,1189276        
2007           ,3              ,22             ,421135         
2007           ,3              ,23             ,362304         
2007           ,3              ,24             ,1828708        
2007           ,3              ,26             ,959789         
2007           ,3              ,27             ,1855140        
2007           ,3              ,28             ,545925         
2007           ,3              ,30             ,2550408        
2007           ,3              ,31             ,3004000        
2007           ,3              ,33             ,2525505        
2007           ,3              ,34             ,1490790        
2007           ,3              ,35             ,762335         
2007           ,3              ,36             ,1477308        
2007           ,3              ,37             ,4003561        
2007           ,3              ,39             ,845840         
2007           ,3              ,40             ,1597470        
2007           ,3              ,42             ,4818648        
2007           ,3              ,43             ,2518656        
2007           ,4              ,1              ,1038600        
2007           ,4              ,2              ,1423250        
2007           ,4              ,4              ,2338700        
2007           ,4              ,5              ,989400         
2007           ,4              ,6              ,1050024        
2007           ,4              ,7              ,1394640        
2007           ,4              ,8              ,1442005        
2007           ,4              ,10             ,1467625        
2007           ,4              ,11             ,1320700        
2007           ,4              ,12             ,2545408        
2007           ,4              ,15             ,736401         
2007           ,4              ,16             ,665379         
2007           ,4              ,18             ,1029280        
2007           ,4              ,19             ,2930766        
2007           ,4              ,20             ,1360086        
2007           ,4              ,21             ,1145033        
2007           ,4              ,22             ,346255         
2007           ,4              ,23             ,464760         
2007           ,4              ,24             ,1602409        
2007           ,4              ,26             ,1874802        
2007           ,4              ,27             ,2101806        
2007           ,4              ,28             ,682254         
2007           ,4              ,30             ,2144422        
2007           ,4              ,31             ,3418800        
2007           ,4              ,33             ,2547321        
2007           ,4              ,34             ,1323483        
2007           ,4              ,35             ,982445         
2007           ,4              ,36             ,3132122        
2007           ,4              ,37             ,3184051        
2007           ,4              ,39             ,543782         
2007           ,4              ,40             ,1221150        
2007           ,4              ,42             ,4284816        
2007           ,4              ,43             ,3051552        
2007           ,5              ,1              ,955200         
2007           ,5              ,2              ,1416250        
2007           ,5              ,4              ,2833675        
2007           ,5              ,5              ,1226720        
2007           ,5              ,6              ,4229844        
2007           ,5              ,7              ,1983150        
2007           ,5              ,8              ,2149355        
2007           ,5              ,10             ,2344365        
2007           ,5              ,11             ,1777540        
2007           ,5              ,12             ,2807512        
2007           ,5              ,15             ,453132         
2007           ,5              ,16             ,974025         
2007           ,5              ,18             ,793072         
2007           ,5              ,19             ,1848942        
2007           ,5              ,20             ,1338064        
2007           ,5              ,21             ,1112417        
2007           ,5              ,22             ,454870         
2007           ,5              ,23             ,690624         
2007           ,5              ,24             ,2356980        
2007           ,5              ,26             ,1305645        
2007           ,5              ,27             ,2546334        
2007           ,5              ,28             ,485112         
2007           ,5              ,30             ,2689904        
2007           ,5              ,31             ,3630400        
2007           ,5              ,33             ,2117667        
2007           ,5              ,34             ,1499036        
2007           ,5              ,35             ,882625         
2007           ,5              ,36             ,4305134        
2007           ,5              ,37             ,2128874        
2007           ,5              ,39             ,333874         
2007           ,5              ,40             ,1707720        
2007           ,5              ,42             ,2724856        
2007           ,5              ,43             ,2293872        
2007           ,6              ,1              ,1101480        
2007           ,6              ,2              ,1689000        
2007           ,6              ,4              ,1975025        
2007           ,6              ,5              ,1169090        
2007           ,6              ,6              ,2098440        
2007           ,6              ,7              ,1381068        
2007           ,6              ,8              ,2088080        
2007           ,6              ,10             ,2526085        
2007           ,6              ,11             ,1414230        
2007           ,6              ,12             ,1966758        
2007           ,6              ,15             ,1012659        
2007           ,6              ,16             ,974493         
2007           ,6              ,18             ,716576         
2007           ,6              ,19             ,2935014        
2007           ,6              ,20             ,1106196        
2007           ,6              ,21             ,755604         
2007           ,6              ,22             ,591695         
2007           ,6              ,23             ,434664         
2007           ,6              ,24             ,1989214        
2007           ,6              ,26             ,1931158        
2007           ,6              ,27             ,2565444        
2007           ,6              ,28             ,679296         
2007           ,6              ,30             ,3419955        
2007           ,6              ,31             ,2539600        
2007           ,6              ,33             ,2954856        
2007           ,6              ,34             ,2052603        
2007           ,6              ,35             ,688045         
2007           ,6              ,36             ,3103083        
2007           ,6              ,37             ,3393790        
2007           ,6              ,39             ,627202         
2007           ,6              ,40             ,1561560        
2007           ,6              ,42             ,3312968        
2007           ,6              ,43             ,2706144        
2007           ,7              ,1              ,834360         
2007           ,7              ,2              ,1659750        
2007           ,7              ,4              ,2496325        
2007           ,7              ,5              ,1371900        
2007           ,7              ,6              ,3220824        
2007           ,7              ,7              ,2095002        
2007           ,7              ,8              ,1559395        
2007           ,7              ,10             ,1562320        
2007           ,7              ,11             ,1738765        
2007           ,7              ,12             ,2385668        
2007           ,7              ,15             ,1037136        
2007           ,7              ,16             ,984555         
2007           ,7              ,18             ,485296         
2007           ,7              ,19             ,3072720        
2007           ,7              ,20             ,1249612        
2007           ,7              ,21             ,1034501        
2007           ,7              ,22             ,390975         
2007           ,7              ,23             ,625032         
2007           ,7              ,24             ,1641210        
2007           ,7              ,26             ,1573143        
2007           ,7              ,27             ,2708622        
2007           ,7              ,28             ,563847         
2007           ,7              ,30             ,3146885        
2007           ,7              ,31             ,2977600        
2007           ,7              ,33             ,2397639        
2007           ,7              ,34             ,1489922        
2007           ,7              ,35             ,1079965        
2007           ,7              ,36             ,2714533        
2007           ,7              ,37             ,3646125        
2007           ,7              ,39             ,643013         
2007           ,7              ,40             ,2004660        
2007           ,7              ,42             ,5207576        
2007           ,7              ,43             ,2788800        
2007           ,8              ,1              ,1077600        
2007           ,8              ,2              ,1819750        
2007           ,8              ,4              ,1715675        
2007           ,8              ,5              ,1319370        
2007           ,8              ,6              ,2975202        
2007           ,8              ,7              ,1315080        
2007           ,8              ,8              ,1323755        
2007           ,8              ,10             ,2850880        
2007           ,8              ,11             ,2281615        
2007           ,8              ,12             ,2222668        
2007           ,8              ,15             ,1030002        
2007           ,8              ,16             ,827541         
2007           ,8              ,18             ,958272         
2007           ,8              ,19             ,2126478        
2007           ,8              ,20             ,1503684        
2007           ,8              ,21             ,1158321        
2007           ,8              ,22             ,619905         
2007           ,8              ,23             ,545184         
2007           ,8              ,24             ,2027533        
2007           ,8              ,26             ,1542456        
2007           ,8              ,27             ,2058882        
2007           ,8              ,28             ,675903         
2007           ,8              ,30             ,2321753        
2007           ,8              ,31             ,4717200        
2007           ,8              ,33             ,2114637        
2007           ,8              ,34             ,1688694        
2007           ,8              ,35             ,821905         
2007           ,8              ,36             ,2995925        
2007           ,8              ,37             ,2792816        
2007           ,8              ,39             ,647863         
2007           ,8              ,40             ,2132760        
2007           ,8              ,42             ,3450792        
2007           ,8              ,43             ,2351664        
2007           ,9              ,1              ,816960         
2007           ,9              ,2              ,1171500        
2007           ,9              ,4              ,2336100        
2007           ,9              ,5              ,1044650        
2007           ,9              ,6              ,2512098        
2007           ,9              ,7              ,1435122        
2007           ,9              ,8              ,1867060        
2007           ,9              ,10             ,2130195        
2007           ,9              ,11             ,1703280        
2007           ,9              ,12             ,2505636        
2007           ,9              ,15             ,1007862        
2007           ,9              ,16             ,1021176        
2007           ,9              ,18             ,683760         
2007           ,9              ,19             ,2520480        
2007           ,9              ,20             ,1373554        
2007           ,9              ,21             ,1615851        
2007           ,9              ,22             ,481910         
2007           ,9              ,23             ,515592         
2007           ,9              ,24             ,1458050        
2007           ,9              ,26             ,1453676        
2007           ,9              ,27             ,1873074        
2007           ,9              ,28             ,626835         
2007           ,9              ,30             ,1783509        
2007           ,9              ,31             ,2859600        
2007           ,9              ,33             ,3519345        
2007           ,9              ,34             ,1776145        
2007           ,9              ,35             ,984515         
2007           ,9              ,36             ,2730075        
2007           ,9              ,37             ,4010506        
2007           ,9              ,39             ,789095         
2007           ,9              ,40             ,2077320        
2007           ,9              ,42             ,2941032        
2007           ,9              ,43             ,2666832        
2007           ,10             ,1              ,736560         
2007           ,10             ,2              ,1583250        
2007           ,10             ,4              ,2021825        
2007           ,10             ,5              ,1202070        
2007           ,10             ,6              ,2069898        
2007           ,10             ,7              ,2018016        
2007           ,10             ,8              ,1669475        
2007           ,10             ,10             ,2246130        
2007           ,10             ,11             ,1997030        
2007           ,10             ,12             ,2537910        
2007           ,10             ,15             ,1047591        
2007           ,10             ,16             ,738036         
2007           ,10             ,18             ,827008         
2007           ,10             ,19             ,2163648        
2007           ,10             ,20             ,894348         
2007           ,10             ,21             ,1020760        
2007           ,10             ,22             ,382655         
2007           ,10             ,23             ,532656         
2007           ,10             ,24             ,2079830        
2007           ,10             ,26             ,1506172        
2007           ,10             ,27             ,2071230        
2007           ,10             ,28             ,629010         
2007           ,10             ,30             ,1807526        
2007           ,10             ,31             ,3034400        
2007           ,10             ,33             ,1658016        
2007           ,10             ,34             ,1904609        
2007           ,10             ,35             ,804425         
2007           ,10             ,36             ,3374659        
2007           ,10             ,37             ,4475821        
2007           ,10             ,39             ,607899         
2007           ,10             ,40             ,1764000        
2007           ,10             ,42             ,3122280        
2007           ,10             ,43             ,2387952        
2007           ,11             ,1              ,663480         
2007           ,11             ,2              ,1684250        
2007           ,11             ,4              ,2360150        
2007           ,11             ,5              ,879750         
2007           ,11             ,6              ,2758122        
2007           ,11             ,7              ,1501110        
2007           ,11             ,8              ,1580465        
2007           ,11             ,10             ,2489505        
2007           ,11             ,11             ,1892455        
2007           ,11             ,12             ,1957304        
2007           ,11             ,15             ,866043         
2007           ,11             ,16             ,1038726        
2007           ,11             ,18             ,825440         
2007           ,11             ,19             ,2190552        
2007           ,11             ,20             ,1727544        
2007           ,11             ,21             ,1170099        
2007           ,11             ,22             ,364520         
2007           ,11             ,23             ,557064         
2007           ,11             ,24             ,1784605        
2007           ,11             ,26             ,1758616        
2007           ,11             ,27             ,2062704        
2007           ,11             ,28             ,623007         
2007           ,11             ,30             ,3148530        
2007           ,11             ,31             ,2717200        
2007           ,11             ,33             ,3173622        
2007           ,11             ,34             ,1300264        
2007           ,11             ,35             ,859510         
2007           ,11             ,36             ,2473632        
2007           ,11             ,37             ,3284522        
2007           ,11             ,39             ,527874         
2007           ,11             ,40             ,1683360        
2007           ,11             ,42             ,3103872        
2007           ,11             ,43             ,2376864        
2007           ,12             ,1              ,691200         
2007           ,12             ,2              ,1945000        
2007           ,12             ,4              ,2386800        
2007           ,12             ,5              ,1481720        
2007           ,12             ,6              ,3041532        
2007           ,12             ,7              ,1144260        
2007           ,12             ,8              ,2090445        
2007           ,12             ,10             ,3313735        
2007           ,12             ,11             ,1165130        
2007           ,12             ,12             ,2906942        
2007           ,12             ,15             ,1283136        
2007           ,12             ,16             ,914472         
2007           ,12             ,18             ,724864         
2007           ,12             ,19             ,3104226        
2007           ,12             ,20             ,1672034        
2007           ,12             ,21             ,1505319        
2007           ,12             ,22             ,388830         
2007           ,12             ,23             ,548280         
2007           ,12             ,24             ,1270793        
2007           ,12             ,26             ,1340771        
2007           ,12             ,27             ,2990568        
2007           ,12             ,28             ,782478         
2007           ,12             ,30             ,2526062        
2007           ,12             ,31             ,2672800        
2007           ,12             ,33             ,2306436        
2007           ,12             ,34             ,1588006        
2007           ,12             ,35             ,646530         
2007           ,12             ,36             ,2037229        
2007           ,12             ,37             ,3205812        
2007           ,12             ,39             ,751944         
2007           ,12             ,40             ,1068900        
2007           ,12             ,42             ,4670912        
2007           ,12             ,43             ,3239040        
2008           ,1              ,1              ,760680         
2008           ,1              ,2              ,1352250        
2008           ,1              ,4              ,2016300        
2008           ,1              ,5              ,1396550        
2008           ,1              ,6              ,2909274        
2008           ,1              ,7              ,2213874        
2008           ,1              ,8              ,1171320        
2008           ,1              ,10             ,1904225        
2008           ,1              ,11             ,1594945        
2008           ,1              ,12             ,2370672        
2008           ,1              ,15             ,779574         
2008           ,1              ,16             ,916344         
2008           ,1              ,18             ,920080         
2008           ,1              ,19             ,2137806        
2008           ,1              ,20             ,1502956        
2008           ,1              ,21             ,1541559        
2008           ,1              ,22             ,430560         
2008           ,1              ,23             ,414072         
2008           ,1              ,24             ,2365415        
2008           ,1              ,26             ,1436499        
2008           ,1              ,27             ,2161488        
2008           ,1              ,28             ,603084         
2008           ,1              ,30             ,2696484        
2008           ,1              ,31             ,3033600        
2008           ,1              ,33             ,1805880        
2008           ,1              ,34             ,1854048        
2008           ,1              ,35             ,1325260        
2008           ,1              ,36             ,1767698        
2008           ,1              ,37             ,2227493        
2008           ,1              ,39             ,644856         
2008           ,1              ,40             ,1411620        
2008           ,1              ,42             ,4820536        
2008           ,1              ,43             ,1996512        
2008           ,2              ,1              ,709680         
2008           ,2              ,2              ,2075250        
2008           ,2              ,4              ,2359500        
2008           ,2              ,5              ,1676370        
2008           ,2              ,6              ,3569358        
2008           ,2              ,7              ,1392768        
2008           ,2              ,8              ,1782780        
2008           ,2              ,10             ,2031075        
2008           ,2              ,11             ,2257175        
2008           ,2              ,12             ,2194958        
2008           ,2              ,15             ,665553         
2008           ,2              ,16             ,580788         
2008           ,2              ,18             ,579376         
2008           ,2              ,19             ,3089004        
2008           ,2              ,20             ,1277458        
2008           ,2              ,21             ,994486         
2008           ,2              ,22             ,432315         
2008           ,2              ,23             ,564336         
2008           ,2              ,24             ,1768217        
2008           ,2              ,26             ,1141981        
2008           ,2              ,27             ,2505468        
2008           ,2              ,28             ,615786         
2008           ,2              ,30             ,3177811        
2008           ,2              ,31             ,3030400        
2008           ,2              ,33             ,2106153        
2008           ,2              ,34             ,1580411        
2008           ,2              ,35             ,638135         
2008           ,2              ,36             ,3499813        
2008           ,2              ,37             ,3438238        
2008           ,2              ,39             ,776194         
2008           ,2              ,40             ,1595370        
2008           ,2              ,42             ,3213848        
2008           ,2              ,43             ,2517984        
2008           ,3              ,1              ,806040         
2008           ,3              ,2              ,1343250        
2008           ,3              ,4              ,2662400        
2008           ,3              ,5              ,984130         
2008           ,3              ,6              ,2883546        
2008           ,3              ,7              ,1779570        
2008           ,3              ,8              ,1857170        
2008           ,3              ,10             ,3174495        
2008           ,3              ,11             ,1743230        
2008           ,3              ,12             ,1953718        
2008           ,3              ,15             ,1009092        
2008           ,3              ,16             ,761553         
2008           ,3              ,18             ,746032         
2008           ,3              ,19             ,2633052        
2008           ,3              ,20             ,1062516        
2008           ,3              ,21             ,1501997        
2008           ,3              ,22             ,621335         
2008           ,3              ,23             ,595440         
2008           ,3              ,24             ,2086819        
2008           ,3              ,26             ,1204513        
2008           ,3              ,27             ,2924124        
2008           ,3              ,28             ,566979         
2008           ,3              ,30             ,1789760        
2008           ,3              ,31             ,3236800        
2008           ,3              ,33             ,2514900        
2008           ,3              ,34             ,2052603        
2008           ,3              ,35             ,670565         
2008           ,3              ,36             ,2002464        
2008           ,3              ,37             ,3790581        
2008           ,3              ,39             ,698885         
2008           ,3              ,40             ,1571850        
2008           ,3              ,42             ,3987456        
2008           ,3              ,43             ,2410128        
2008           ,4              ,1              ,913320         
2008           ,4              ,2              ,2065000        
2008           ,4              ,4              ,2861950        
2008           ,4              ,5              ,1053830        
2008           ,4              ,6              ,2742444        
2008           ,4              ,7              ,1459692        
2008           ,4              ,8              ,1207225        
2008           ,4              ,10             ,2344955        
2008           ,4              ,11             ,1574500        
2008           ,4              ,12             ,2241250        
2008           ,4              ,15             ,531975         
2008           ,4              ,16             ,749619         
2008           ,4              ,18             ,954128         
2008           ,4              ,19             ,2962980        
2008           ,4              ,20             ,1429792        
2008           ,4              ,21             ,896638         
2008           ,4              ,22             ,307840         
2008           ,4              ,23             ,509400         
2008           ,4              ,24             ,1479017        
2008           ,4              ,26             ,1622744        
2008           ,4              ,27             ,2123268        
2008           ,4              ,28             ,759510         
2008           ,4              ,30             ,3141950        
2008           ,4              ,31             ,3096000        
2008           ,4              ,33             ,2318253        
2008           ,4              ,34             ,1385979        
2008           ,4              ,35             ,1110555        
2008           ,4              ,36             ,3233554        
2008           ,4              ,37             ,3239148        
2008           ,4              ,39             ,957487         
2008           ,4              ,40             ,1992060        
2008           ,4              ,42             ,4421224        
2008           ,4              ,43             ,2725632        
2008           ,5              ,1              ,598320         
2008           ,5              ,2              ,1683000        
2008           ,5              ,4              ,1764100        
2008           ,5              ,5              ,1298630        
2008           ,5              ,6              ,2276526        
2008           ,5              ,7              ,998244         
2008           ,5              ,8              ,1974560        
2008           ,5              ,10             ,3036140        
2008           ,5              ,11             ,1980580        
2008           ,5              ,12             ,2718188        
2008           ,5              ,15             ,595566         
2008           ,5              ,16             ,984555         
2008           ,5              ,18             ,831264         
2008           ,5              ,19             ,3421764        
2008           ,5              ,20             ,1099280        
2008           ,5              ,21             ,1269910        
2008           ,5              ,22             ,448435         
2008           ,5              ,23             ,570384         
2008           ,5              ,24             ,2076456        
2008           ,5              ,26             ,1461396        
2008           ,5              ,27             ,2952054        
2008           ,5              ,28             ,706788         
2008           ,5              ,30             ,2306948        
2008           ,5              ,31             ,2967200        
2008           ,5              ,33             ,2373096        
2008           ,5              ,34             ,1778098        
2008           ,5              ,35             ,1155750        
2008           ,5              ,36             ,2505534        
2008           ,5              ,37             ,3362306        
2008           ,5              ,39             ,682492         
2008           ,5              ,40             ,1839600        
2008           ,5              ,42             ,3617880        
2008           ,5              ,43             ,2170560        
2008           ,6              ,1              ,829560         
2008           ,6              ,2              ,1949500        
2008           ,6              ,4              ,2494700        
2008           ,6              ,5              ,1646280        
2008           ,6              ,6              ,2491194        
2008           ,6              ,7              ,1252602        
2008           ,6              ,8              ,1981440        
2008           ,6              ,10             ,1324550        
2008           ,6              ,11             ,2062595        
2008           ,6              ,12             ,2751114        
2008           ,6              ,15             ,888183         
2008           ,6              ,16             ,980226         
2008           ,6              ,18             ,939344         
2008           ,6              ,19             ,2789874        
2008           ,6              ,20             ,1527162        
2008           ,6              ,21             ,1185199        
2008           ,6              ,22             ,534950         
2008           ,6              ,23             ,549792         
2008           ,6              ,24             ,2211175        
2008           ,6              ,26             ,1461975        
2008           ,6              ,27             ,1631406        
2008           ,6              ,28             ,865302         
2008           ,6              ,30             ,2206603        
2008           ,6              ,31             ,3094400        
2008           ,6              ,33             ,2698215        
2008           ,6              ,34             ,1168979        
2008           ,6              ,35             ,599380         
2008           ,6              ,36             ,2937029        
2008           ,6              ,37             ,3008574        
2008           ,6              ,39             ,673956         
2008           ,6              ,40             ,1329300        
2008           ,6              ,42             ,4415088        
2008           ,6              ,43             ,2458848        
2008           ,7              ,1              ,647640         
2008           ,7              ,2              ,1856000        
2008           ,7              ,4              ,2590900        
2008           ,7              ,5              ,1088340        
2008           ,7              ,6              ,2105676        
2008           ,7              ,7              ,1316016        
2008           ,7              ,8              ,1746230        
2008           ,7              ,10             ,2715475        
2008           ,7              ,11             ,1723725        
2008           ,7              ,12             ,2406532        
2008           ,7              ,15             ,1113027        
2008           ,7              ,16             ,754416         
2008           ,7              ,18             ,1095360        
2008           ,7              ,19             ,2737482        
2008           ,7              ,20             ,1738828        
2008           ,7              ,21             ,1096864        
2008           ,7              ,22             ,613860         
2008           ,7              ,23             ,443304         
2008           ,7              ,24             ,1763156        
2008           ,7              ,26             ,2001989        
2008           ,7              ,27             ,2005374        
2008           ,7              ,28             ,741936         
2008           ,7              ,30             ,2755046        
2008           ,7              ,31             ,5024400        
2008           ,7              ,33             ,2087670        
2008           ,7              ,34             ,1338890        
2008           ,7              ,35             ,836050         
2008           ,7              ,36             ,2802877        
2008           ,7              ,37             ,3481297        
2008           ,7              ,39             ,684238         
2008           ,7              ,40             ,1227030        
2008           ,7              ,42             ,3691512        
2008           ,7              ,43             ,3389232        
2008           ,8              ,1              ,893040         
2008           ,8              ,2              ,1931000        
2008           ,8              ,4              ,3111225        
2008           ,8              ,5              ,1527790        
2008           ,8              ,6              ,2903646        
2008           ,8              ,7              ,1857024        
2008           ,8              ,8              ,1171965        
2008           ,8              ,10             ,2382715        
2008           ,8              ,11             ,1400365        
2008           ,8              ,12             ,2715580        
2008           ,8              ,15             ,1085721        
2008           ,8              ,16             ,976833         
2008           ,8              ,18             ,1022336        
2008           ,8              ,19             ,1567512        
2008           ,8              ,20             ,1179360        
2008           ,8              ,21             ,1572665        
2008           ,8              ,22             ,498550         
2008           ,8              ,23             ,475488         
2008           ,8              ,24             ,647085         
2008           ,8              ,26             ,1304487        
2008           ,8              ,27             ,1699320        
2008           ,8              ,28             ,561324         
2008           ,8              ,30             ,2351034        
2008           ,8              ,31             ,3540800        
2008           ,8              ,33             ,1698012        
2008           ,8              ,34             ,1712781        
2008           ,8              ,35             ,810290         
2008           ,8              ,36             ,2621690        
2008           ,8              ,37             ,3643810        
2008           ,8              ,39             ,748452         
2008           ,8              ,40             ,1290450        
2008           ,8              ,42             ,2677656        
2008           ,8              ,43             ,2650032        
2008           ,9              ,1              ,673080         
2008           ,9              ,2              ,2282500        
2008           ,9              ,4              ,2583425        
2008           ,9              ,5              ,1130500        
2008           ,9              ,6              ,2891988        
2008           ,9              ,7              ,1308996        
2008           ,9              ,8              ,961050         
2008           ,9              ,10             ,1648755        
2008           ,9              ,11             ,1391435        
2008           ,9              ,12             ,3357474        
2008           ,9              ,15             ,1167024        
2008           ,9              ,16             ,939861         
2008           ,9              ,18             ,656544         
2008           ,9              ,19             ,2410740        
2008           ,9              ,20             ,1383746        
2008           ,9              ,21             ,1325176        
2008           ,9              ,22             ,586105         
2008           ,9              ,23             ,652968         
2008           ,9              ,24             ,1460942        
2008           ,9              ,26             ,1295223        
2008           ,9              ,27             ,1744302        
2008           ,9              ,28             ,554103         
2008           ,9              ,30             ,3036999        
2008           ,9              ,31             ,2017200        
2008           ,9              ,33             ,2349159        
2008           ,9              ,34             ,1409632        
2008           ,9              ,35             ,834900         
2008           ,9              ,36             ,2678541        
2008           ,9              ,37             ,2037663        
2008           ,9              ,39             ,630403         
2008           ,9              ,40             ,1317960        
2008           ,9              ,42             ,2644616        
2008           ,9              ,43             ,2354016        
2008           ,10             ,1              ,973080         
2008           ,10             ,2              ,1809250        
2008           ,10             ,4              ,2329600        
2008           ,10             ,5              ,1463700        
2008           ,10             ,6              ,2630688        
2008           ,10             ,7              ,1453842        
2008           ,10             ,8              ,1436200        
2008           ,10             ,10             ,2481245        
2008           ,10             ,11             ,1813260        
2008           ,10             ,12             ,1755184        
2008           ,10             ,15             ,817827         
2008           ,10             ,16             ,974844         
2008           ,10             ,18             ,1107904        
2008           ,10             ,19             ,3185646        
2008           ,10             ,20             ,1059240        
2008           ,10             ,21             ,1813812        
2008           ,10             ,22             ,513435         
2008           ,10             ,23             ,726336         
2008           ,10             ,24             ,2015724        
2008           ,10             ,26             ,1692610        
2008           ,10             ,27             ,2713032        
2008           ,10             ,28             ,846684         
2008           ,10             ,30             ,3048843        
2008           ,10             ,31             ,3330000        
2008           ,10             ,33             ,2493387        
2008           ,10             ,34             ,1173970        
2008           ,10             ,35             ,978650         
2008           ,10             ,36             ,3021692        
2008           ,10             ,37             ,4423039        
2008           ,10             ,39             ,660667         
2008           ,10             ,40             ,1354290        
2008           ,10             ,42             ,2865984        
2008           ,10             ,43             ,2663808        
2008           ,11             ,1              ,977640         
2008           ,11             ,2              ,2210500        
2008           ,11             ,4              ,2359500        
2008           ,11             ,5              ,1415930        
2008           ,11             ,6              ,3504234        
2008           ,11             ,7              ,1552824        
2008           ,11             ,8              ,1339450        
2008           ,11             ,10             ,2468560        
2008           ,11             ,11             ,1304015        
2008           ,11             ,12             ,1777026        
2008           ,11             ,15             ,583512         
2008           ,11             ,16             ,975078         
2008           ,11             ,18             ,974960         
2008           ,11             ,19             ,3137148        
2008           ,11             ,20             ,1273636        
2008           ,11             ,21             ,968816         
2008           ,11             ,22             ,695500         
2008           ,11             ,23             ,540288         
2008           ,11             ,24             ,1303569        
2008           ,11             ,26             ,1488416        
2008           ,11             ,27             ,2223522        
2008           ,11             ,28             ,437349         
2008           ,11             ,30             ,2952117        
2008           ,11             ,31             ,2123200        
2008           ,11             ,33             ,2038281        
2008           ,11             ,34             ,1836688        
2008           ,11             ,35             ,901600         
2008           ,11             ,36             ,2906763        
2008           ,11             ,37             ,3297949        
2008           ,11             ,39             ,697818         
2008           ,11             ,40             ,1606710        
2008           ,11             ,42             ,2848520        
2008           ,11             ,43             ,2937984        
2008           ,12             ,1              ,780360         
2008           ,12             ,2              ,1634250        
2008           ,12             ,4              ,3126500        
2008           ,12             ,5              ,1413380        
2008           ,12             ,6              ,2152710        
2008           ,12             ,7              ,1692054        
2008           ,12             ,8              ,1715485        
2008           ,12             ,10             ,2460300        
2008           ,12             ,11             ,2451050        
2008           ,12             ,12             ,1972626        
2008           ,12             ,15             ,1175388        
2008           ,12             ,16             ,1057212        
2008           ,12             ,18             ,900480         
2008           ,12             ,19             ,2835186        
2008           ,12             ,20             ,1449630        
2008           ,12             ,21             ,1387539        
2008           ,12             ,22             ,575380         
2008           ,12             ,23             ,545328         
2008           ,12             ,24             ,1986804        
2008           ,12             ,26             ,1460624        
2008           ,12             ,27             ,2786532        
2008           ,12             ,28             ,616569         
